"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,7.0075e-06,0,200,2,1.2608,19,19
3,7.0075e-06,1,200,3,1.2608,0,0
3,3.9394e-05,2,200,2,0.12266,13,13
3,3.9394e-05,3,200,1,0.12266,7,7
3,3.9837e-06,4,200,2,0.8343,9,9
3,3.9837e-06,5,200,1,0.8343,3,3
3,3.588e-05,6,200,2,0.030237,21,21
3,3.588e-05,7,200,1,0.030237,15,15
3,2.1023e-05,8,200,2,0.032858,17,17
3,2.1023e-05,9,200,1,0.032858,11,11
3,5.1283e-06,10,200,2,0.83447,5,5
3,5.1283e-06,11,200,1,0.83447,1,1
