"Points:0","Points:1","Points:2"
0.58105,-1.5023,0
-2.6544,-1.5025,0
0.58105,-2.7418e-06,0
-2.6544,-2.7418e-06,0
1.0811,-1.2028,0
-2.1544,-1.2028,0
1.0811,-0.56446,0
-2.1544,-0.5847,0
0.83105,-1.0683,0
-2.4044,-1.128,0
0.83105,-1.0473,0
-2.4044,-0.98789,0
