"Points:0","Points:1","Points:2"
-0.86538,-1.5024,0
-2.6544,-1.5025,0
-0.86538,-2.7418e-06,0
-2.6544,-2.7418e-06,0
-0.36538,-1.2028,0
-2.1544,-1.2028,0
-0.36538,-0.57351,0
-2.1544,-0.5847,0
-0.61538,-1.095,0
-2.4044,-1.128,0
-0.61538,-1.0207,0
-2.4044,-0.98789,0
