"Points:0","Points:1","Points:2"
0.086221,-1.5023,0
-2.6544,-1.5025,0
0.086221,-2.7418e-06,0
-2.6544,-2.7418e-06,0
0.58622,-1.2028,0
-2.1544,-1.2028,0
0.58622,-0.56755,0
-2.1544,-0.5847,0
0.33622,-1.0774,0
-2.4044,-1.128,0
0.33622,-1.0382,0
-2.4044,-0.98789,0
