"Points:0","Points:1","Points:2"
1.1139,-1.5022,0
-2.6544,-1.5025,0
1.1139,-2.7418e-06,0
-2.6544,-2.7418e-06,0
1.6139,-1.2028,0
-2.1544,-1.2028,0
1.6139,-0.56112,0
-2.1544,-0.5847,0
1.3639,-1.0584,0
-2.4044,-1.128,0
1.3639,-1.057,0
-2.4044,-0.98789,0
