"Points:0","Points:1","Points:2"
-2.3879,-1.5025,0
-2.6544,-1.5025,0
-2.3879,-2.7418e-06,0
-2.6544,-2.7418e-06,0
-1.8879,-1.2028,0
-2.1544,-1.2028,0
-1.8879,-0.58304,0
-2.1544,-0.5847,0
-2.1379,-1.123,0
-2.4044,-1.128,0
-2.1379,-0.99278,0
-2.4044,-0.98789,0
