"Points:0","Points:1","Points:2"
-1.817,-1.5024,0
-2.6544,-1.5025,0
-1.817,-2.7418e-06,0
-2.6544,-2.7418e-06,0
-1.317,-1.2028,0
-2.1544,-1.2028,0
-1.317,-0.57946,0
-2.1544,-0.5847,0
-1.567,-1.1125,0
-2.4044,-1.128,0
-1.567,-1.0033,0
-2.4044,-0.98789,0
