"Points:0","Points:1","Points:2"
0.88556,-1.5022,0
-2.6544,-1.5025,0
0.88556,-2.7418e-06,0
-2.6544,-2.7418e-06,0
1.3856,-1.2028,0
-2.1544,-1.2028,0
1.3856,-0.56255,0
-2.1544,-0.5847,0
1.1356,-1.0627,0
-2.4044,-1.128,0
1.1356,-1.0529,0
-2.4044,-0.98789,0
