"Points:0","Points:1","Points:2"
0.65718,-1.5023,0
-2.6544,-1.5025,0
0.65718,-2.7418e-06,0
-2.6544,-2.7418e-06,0
1.1572,-1.2028,0
-2.1544,-1.2028,0
1.1572,-0.56398,0
-2.1544,-0.5847,0
0.90718,-1.0669,0
-2.4044,-1.128,0
0.90718,-1.0487,0
-2.4044,-0.98789,0
