"Points:0","Points:1","Points:2"
-0.25635,-1.5023,0
-2.6544,-1.5025,0
-0.25635,-2.7418e-06,0
-2.6544,-2.7418e-06,0
0.24365,-1.2028,0
-2.1544,-1.2028,0
0.24365,-0.5697,0
-2.1544,-0.5847,0
-0.0063538,-1.0837,0
-2.4044,-1.128,0
-0.0063538,-1.0319,0
-2.4044,-0.98789,0
