"Points:0","Points:1","Points:2"
-1.5125,-1.5024,0
-2.6544,-1.5025,0
-1.5125,-2.7418e-06,0
-2.6544,-2.7418e-06,0
-1.0125,-1.2028,0
-2.1544,-1.2028,0
-1.0125,-0.57756,0
-2.1544,-0.5847,0
-1.2625,-1.1069,0
-2.4044,-1.128,0
-1.2625,-1.0088,0
-2.4044,-0.98789,0
