"Points:0","Points:1","Points:2"
-2.6163,-1.5025,0
-2.6544,-1.5025,0
-2.6163,-2.7418e-06,0
-2.6544,-2.7418e-06,0
-2.1163,-1.2028,0
-2.1544,-1.2028,0
-2.1163,-0.58446,0
-2.1544,-0.5847,0
-2.3663,-1.1273,0
-2.4044,-1.128,0
-2.3663,-0.98859,0
-2.4044,-0.98789,0
