"Points:0","Points:1","Points:2"
0.12428,-1.5023,0
-2.6544,-1.5025,0
0.12428,-2.7418e-06,0
-2.6544,-2.7418e-06,0
0.62428,-1.2028,0
-2.1544,-1.2028,0
0.62428,-0.56732,0
-2.1544,-0.5847,0
0.37428,-1.0767,0
-2.4044,-1.128,0
0.37428,-1.0389,0
-2.4044,-0.98789,0
