"Points:0","Points:1","Points:2"
-0.48474,-1.5023,0
-2.6544,-1.5025,0
-0.48474,-2.7418e-06,0
-2.6544,-2.7418e-06,0
0.015263,-1.2028,0
-2.1544,-1.2028,0
0.015263,-0.57113,0
-2.1544,-0.5847,0
-0.23474,-1.0879,0
-2.4044,-1.128,0
-0.23474,-1.0277,0
-2.4044,-0.98789,0
