"Points:0","Points:1","Points:2"
-0.78925,-1.5024,0
-2.6544,-1.5025,0
-0.78925,-2.7418e-06,0
-2.6544,-2.7418e-06,0
-0.28925,-1.2028,0
-2.1544,-1.2028,0
-0.28925,-0.57303,0
-2.1544,-0.5847,0
-0.53925,-1.0936,0
-2.4044,-1.128,0
-0.53925,-1.0221,0
-2.4044,-0.98789,0
