"Points:0","Points:1","Points:2"
0.73331,-1.5023,0
-2.6544,-1.5025,0
0.73331,-2.7418e-06,0
-2.6544,-2.7418e-06,0
1.2333,-1.2028,0
-2.1544,-1.2028,0
1.2333,-0.56351,0
-2.1544,-0.5847,0
0.98331,-1.0655,0
-2.4044,-1.128,0
0.98331,-1.0501,0
-2.4044,-0.98789,0
