"BranchNodeID","ClusterID","CriticalType","NodeId","PercentMatchNode","Persistence","Scalar","TreeID","VertexId","isDummyNode","isImportantPair"
0,0,0,0,200,28.732,0,0,9815,0,1
1,0,2,2,200,2.8683,16.088,0,15090,0,1
1,0,2,2,200,2.8683,16.088,0,15090,1,1
2,0,2,4,100,0.38374,17.038,0,14511,0,1
2,0,2,4,100,0.38374,17.038,0,14511,1,1
1,0,3,6,200,2.8683,18.956,0,13156,0,1
1,0,3,6,200,2.8683,18.956,0,13156,1,1
3,0,2,8,100,0.036835,18.379,0,14511,0,1
3,0,2,8,100,0.036835,18.379,0,14511,1,1
2,0,3,10,100,0.38374,17.422,0,16275,0,1
2,0,3,10,100,0.38374,17.422,0,16275,1,1
0,0,3,12,200,28.732,28.732,0,16469,0,1
0,0,3,12,200,28.732,28.732,0,16469,1,1
3,0,3,14,100,0.036835,18.416,0,13156,0,1
3,0,3,14,100,0.036835,18.416,0,13156,1,1
